Date,Title,Description,Banner,Article Link,Author,Content
15 Nov 2021,Why the Ethiopia conflict matters to the world,The stability of the Horn of Africa in part rests on a peaceful resolution to Ethiopia's civil war.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-59227672,15 November 2021ShareSaveAdd as preferred on Google,"US Secretary of State Antony Blinken is travelling to Kenya, where he will be discussing the conflict in neighbouring Ethiopia. US and UK citizens hav..."
12 Nov 2021,US fears regional impact of Ethiopia conflict,"The US military has a large base in Djibouti, which is monitoring the crisis in neighbouring Ethiopia.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-59265578,Unknown,No content found
10 Nov 2021,Dozens of aid drivers arrested in Ethiopia - UN,The UN is struggling to deliver aid to millions of people in the war-torn north.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-59233516,10 November 2021ShareSaveAdd as preferred on Google,The United Nations says that 72 drivers contracted to deliver humanitarian aid have been arrested in the war-torn north of Ethiopia. It said that the ...
9 Nov 2021,Britons urged to leave Ethiopia amid conflict fear,The UK Government's warning comes amid rising tensions between the Ethiopian government and rebels.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/uk-59227117,9 November 2021ShareSaveAdd as preferred on Google,British nationals have been urged to leave Ethiopia amid fears a conflict there is worsening. The UK Government is also advising against all travel to...
7 Nov 2021,In pictures: Mass pro-government rally in Ethiopia,The rally comes as rebel Tigrayan forces advance within 300km of the capital Addis Ababa.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-59196465,7 November 2021ShareSaveAdd as preferred on Google,Tens of thousands of people took part in mass rallies in the Ethiopian capital Addis Ababa on Sunday to show support for the government in its fight a...
5 Nov 2021,Ethiopia urges ex-soldiers to fight against rebels,"The army calls on former military personnel to join it, as rebel forces advance on the capital.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-59175404,5 November 2021ShareSaveAdd as preferred on Google,"Ethiopia's military has called on former soldiers to re-join the army, as it battles to hold off a rebel advance. The appeal comes as rebel forces - s..."
4 Nov 2021,How Ethiopia's war is hampering humanitarian efforts,Ongoing fighting across several states in Ethiopia is hampering humanitarian efforts.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-59160862,Unknown,No content found
4 Nov 2021,"A year on, why is Ethiopia still at war?","Here are three reasons why Ethiopia is still at war, a year since the conflict began in the northern region of Tigray.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-59164775,Unknown,No content found
4 Nov 2021,How to end Ethiopia's suffering after a year of war,"Rebels advance towards the capital, while Prime Minister Abiy Ahmed vows to ""bury his enemies"".",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-59151370,4 November 2021ShareSaveAdd as preferred on GoogleCatherine Byaruhanga & Yemane NagishBBC News & BBC Tigrinya,"Tigray's rebel forces currently have the upper hand in the war that erupted a year ago in northern Ethiopia. Prime Minister Abiy Ahmed, who fell out w..."
3 Nov 2021,Facebook says Ethiopian PM's post incited violence,"The social giant deletes Abiy Ahmed's post which urged citizens to ""bury"" a rebel group.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-59154984,3 November 2021ShareSaveAdd as preferred on Google,"Facebook has removed a post from Ethiopia's prime minister for violating its policies against inciting violence. On Sunday, Abiy Ahmed called on citiz..."
3 Nov 2021,War crimes possibly committed in Ethiopia - report,"Extra-judicial executions, torture and rape were documented in the Tigray conflict, a new report says.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-59143627,3 November 2021ShareSaveAdd as preferred on Google,"All sides in Ethiopia's Tigray conflict have violated international human rights, some of which may amount to crimes against humanity, a new report st..."
2 Nov 2021,Citizens urged to defend Ethiopia's capital,Addis Ababa residents are told to register weapons and protect areas as rebels advance.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-59134431,2 November 2021ShareSaveAdd as preferred on Google,Officials in Ethiopia's capital Addis Ababa have called on residents to register their weapons and get ready to protect their neighbourhoods amid fear...
1 Nov 2021,Ethiopia's secretive armed group,The BBC's Catherine Byaruhanga gains special access to Ethiopia's Oromo Liberation Army.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-59095778,Unknown,No content found
1 Nov 2021,Ethiopia PM calls on citizens to take up arms,"Abiy Ahmed says advancing Tigray People's Liberation Front are ""pushing the country to its demise.""",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-59118773,1 November 2021ShareSaveAdd as preferred on Google,"Ethiopia's Prime Minister, Abiy Ahmed, has appealed to citizens to take up arms to block advancing rebel fighters. He made the call on Facebook after ..."
31 Oct 2021,‘As a child I saw the plane crash that killed my sisters',Harriet was waving her sisters off when the plane left the runway and burned. Now she's finding others linked to the tragedy.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/stories-59064579,31 October 2021ShareSaveAdd as preferred on GoogleSarah McDermottBBC News,When Harriet Ware-Austin was eight she witnessed a plane accident in which her two older sisters died. She has spent much of the last 49 years in what...
29 Oct 2021,What is Ethiopia's problem with imported wheat?,"Ethiopia has been increasing its wheat production, but this is yet to catch up with growing wheat demand.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/59048827,29 October 2021ShareSaveAdd as preferred on GooglePeter MwaiBBC Reality Check,"Ethiopia's Prime Minister Abiy Ahmed has claimed that most of the country's problems, including the importing of diseases, stem from foreign wheat aid..."
25 Oct 2021,How the West has fallen out with Ethiopia,The EU and US threaten punitive action against the government and rebels as conflict escalates.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-58967302,25 October 2021ShareSaveAdd as preferred on GoogleFarouk ChothiaBBC News,"With the Ethiopian government's relationship with the US and European Union (EU) at a low ebb, it is looking elsewhere for new allies to crush the reb..."
18 Oct 2021,Ethiopian government admits Tigray airstrike,Officials had earlier denied the government was behind allegedly deadly attacks in the region.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-58958022,18 October 2021ShareSaveAdd as preferred on Google,Ethiopia has admitted it was behind airstrikes in the capital of the conflict-riven Tigray region - hours after it denied it had carried out what rebe...
16 Oct 2021,"Why Tigray is starving, but no famine declared","Despite mass starvation in northern Ethiopia, aid officials are not calling the situation a famine.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-58921744,16 October 2021ShareSaveAdd as preferred on GoogleAlex de WaalAfrica analyst,"Despite mass starvation occurring in Ethiopia's northern region of Tigray, senior international aid officials are tiptoeing around declaring a famine ..."
13 Oct 2021,How the search for Eleni brought three strangers together,"When the Beirut blast destroyed a tower block many were missing, including an Ethiopian woman who lived there.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-58890952,Unknown,No content found
11 Oct 2021,Ethiopian troops launch all-out assault - rebels,"Artillery, tanks, jets and drones are being used to reinvade the Tigray region, rebel forces say.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-58869970,11 October 2021ShareSaveAdd as preferred on Google,"The Ethiopian army has launched co-ordinated attacks on all fronts against forces from the northern Tigray region, the rebels say. They said the gover..."
11 Oct 2021,The Nobel Peace Prize winner who went to war,The Tigray fighting has shattered the overseas reputation of Ethiopia's Prime Minister Abiy Ahmed.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-43567007,11 October 2021ShareSaveAdd as preferred on Google,Ethiopia's Prime Minister Abiy Ahmed was once widely praised outside the country for his reforming zeal but that image was shattered after he launched...
3 Oct 2021,From monk to soldier - how war has split a church,The war in northern Ethiopia has caused deep divisions in the country's largest religious community.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-58742178,3 October 2021ShareSaveAdd as preferred on GoogleFasikaw Menberu & Farouk ChothiaBBC Amharic & BBC News,"An Ethiopian monk, who once carried only the cross and Bible in a land famous for its rock-hewn churches, is now picking up a rifle to march into batt..."
30 Sep 2021,UN shocked by Ethiopia's expulsion of top officials,The expulsions follow concerns raised by the UN about aid reaching the war-torn Tigray region.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-58753569,30 September 2021ShareSaveAdd as preferred on Google,The UN has expressed its shock at the expulsion of seven of its senior officials by the Ethiopian government. Secretary-General António Guterres said ...
27 Sep 2021,"Fire, smoke and colour as Ethiopians mark Meskel",Worshippers gathered to mark the eve of one of the country's biggest Orthodox Christian festivals.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-58706661,27 September 2021ShareSaveAdd as preferred on Google,"Ethiopian Orthodox Christians, celebrating the Meskel festival, came together in the capital, Addis Ababa, after most of the faithful skipped last yea..."
27 Sep 2021,Why are hundreds of aid trucks stuck in Ethiopia?,The UN says hundreds of trucks have not returned from Tigray and it's affecting the flow of aid.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/58681797,27 September 2021ShareSaveAdd as preferred on GooglePeter MwaiBBC Reality Check,"With concern mounting about the food situation in Ethiopia's Tigray region, there are conflicting claims about why supply trucks are stuck there, unab..."
26 Sep 2021,Sudan says it has repelled Ethiopian troops,Ethiopia denies Sudan's claim of an incursion in the disputed al-Fashaga border region on Saturday.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-58698010,26 September 2021ShareSaveAdd as preferred on Google,"Sudan says it has repelled an attempted ""incursion"" by Ethiopian troops into its territory. The head of the Sudanese military, General Abdel Fattah al..."
19 Sep 2021,The misleading images from Ethiopia’s food crisis,Food shortages are worsening in Ethiopia but some images online are not what they claim to be.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/58595360,19 September 2021ShareSaveAdd as preferred on GooglePeter MwaiBBC Reality Check,"The spread of conflict from Ethiopia's northern Tigray region into neighbouring Amhara has displaced many thousands of people, leaving many desperatel..."
